popularity,profit_adj,profit,budget,revenue,original_title,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_or_loss
5.337064,56773015.859873,61709827,30000000,91709827,Southpaw,Antoine Fuqua,123,Action|Drama,Escape Artists|Riche-Ludwig Productions,6/15/15,1386,7.3,2015,27599987.8560053,84373003.7158783,profit
4.907832,331651419.513376,360490832,110000000,470490832,San Andreas,Brad Peyton,114,Action|Drama|Thriller,New Line Cinema|Village Roadshow Pictures|Warner Bros.|Flynn Picture Company,5/27/15,2060,6.1,2015,101199955.472019,432851374.985395,profit
4.71040199999999,487279135.2371799,529651467,40000000,569651467,Fifty Shades of Grey,Sam Taylor-Johnson,125,Drama|Romance,Focus Features|Trigger Street Productions|Michael De Luca Productions,2/11/15,1865,5.3,2015,36799983.8080071,524079119.045187,profit
4.648046,96918742.87575309,105346506,28000000,133346506,The Big Short,Adam McKay,130,Comedy|Drama,Paramount Pictures|Plan B Entertainment|Regency Enterprises,12/11/15,1545,7.3,2015,25759988.6656049,122678731.541358,profit
4.566713,489743512.39285505,532330139,150000000,682330139,Mission: Impossible - Rogue Nation,Christopher McQuarrie,131,Action,Paramount Pictures|Skydance Productions|China Movie Channel|Bad Robot|TC Productions,7/23/15,2349,7.1,2015,137999939.280026,627743451.672881,profit
4.564549,136034457.6648379,147863606,68000000,215863606,Ted 2,Seth MacFarlane,115,Comedy,Universal Pictures|Media Rights Capital|Fuzzy Door Productions,6/25/15,1666,6.3,2015,62559972.4736121,198594430.13845,profit
4.503789,296977834.44975257,322802136,81000000,403802136,Kingsman: The Secret Service,Matthew Vaughn,130,Crime|Comedy|Action|Adventure,Twentieth Century Fox Film Corporation|Marv Films|TSG Entertainment|Cloudy Productions,1/24/15,3833,7.6,2015,74519967.2112144,371497801.660967,profit
4.062293,62878727.49335989,68346473,20000000,88346473,Spotlight,Tom McCarthy,128,Drama|Thriller|History,Participant Media|Open Road Films|Anonymous Content|Rocklin / Faust|Entertainment One Features,11/6/15,1559,7.8,2015,18399991.9040035,81278719.3973634,profit
3.968891,230236270.61604017,250256926,61000000,311256926,Maze Runner: The Scorch Trials,Wes Ball,132,Action|Science Fiction|Thriller,Gotham Group|Temple Hill Entertainment|TSG Entertainment,9/9/15,1849,6.4,2015,56119975.3072108,286356245.923251,profit
3.927333,27006774.877019,29355203,0,29355203,Mr. Holmes,Bill Condon,103,Mystery|Drama,BBC Films|See-Saw Films|FilmNation Entertainment|Archer Gray|AI-Film,6/19/15,425,6.4,2015,0.0,27006774.877019,profit
3.899557,48823705.077569805,53069268,49000000,102069268,Chappie,Neill Blomkamp,120,Crime|Action|Science Fiction,Columbia Pictures|Media Rights Capital|Sony Pictures Entertainment (SPE)|Alpha Core|Genre Films,3/4/15,1990,6.6,2015,45079980.1648087,93903685.2423785,profit
3.877764,237825593.8367379,258506194,29000000,287506194,Pitch Perfect 2,Elizabeth Banks,115,Comedy|Music,Universal Pictures|Gold Circle Films|Brownstone Productions,5/7/15,1264,6.8,2015,26679988.2608051,264505582.097543,profit
3.64821,112801585.52730191,122610473,40000000,162610473,Bridge of Spies,Steven Spielberg,141,Thriller|Drama,DreamWorks SKG|Amblin Entertainment|Studio Babelsberg|Fox 2000 Pictures|Marc Platt Productions,10/15/15,1638,7.1,2015,36799983.8080071,149601569.335309,profit
3.644541,84797112.4892697,92170815,58000000,150170815,Goosebumps,Rob Letterman,103,Adventure|Horror|Comedy,Columbia Pictures|Original Film|Scholastic Entertainment,8/5/15,600,6.2,2015,53359976.5216103,138157089.01088,profit
3.557846,27049605.45817354,29401758,6000000,35401758,Room,Lenny Abrahamson,117,Drama|Thriller,Element Pictures|No Trace Camping|A24|Duperele Films,10/16/15,1520,8.0,2015,5519997.57120106,32569603.0293746,profit
3.358321,20566197.1908732,22354572,0,22354572,Solace,Afonso Poyart,101,Crime|Drama|Mystery,Eden Rock Media|FilmNation Entertainment|Flynn Picture Company,9/3/15,474,6.2,2015,0.0,20566197.1908732,profit
3.339135,144371991.716323,156926147,175000000,331926147,The Good Dinosaur,Peter Sohn,93,Adventure|Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios|Buena Vista,11/14/15,1087,6.6,2015,160999929.160031,305371920.876354,profit
3.23737,19836703.7518503,21561644,50000000,71561644,Run All Night,Jaume Collet-Serra,114,Action|Crime|Drama|Mystery|Thriller,Vertigo Entertainment|Energy Entertainment|RatPac-Dune Entertainment,3/11/15,814,6.3,2015,45999979.7600089,65836683.5118592,profit
3.227329,46990029.0443872,51076141,11000000,62076141,Brooklyn,John Crowley,111,Drama|Romance,Wildgaze Films|Irish Film Board|Item 7|Parallel Film Productions,11/4/15,754,7.3,2015,10119995.5472019,57110024.5915891,profit
3.202719,159744121.4325861,173634991,28000000,201634991,Straight Outta Compton,F. Gary Gray,147,Drama|Music,New Line Cinema|Universal Pictures|Legendary Pictures|Cube Vision|Broken Chair Flickz,8/13/15,918,7.7,2015,25759988.6656049,185504110.098191,profit
3.080505,46364897.599445,50396650,90000000,140396650,The Last Witch Hunter,Breck Eisner,106,Fantasy|Action|Adventure,Summit Entertainment|Atmosphere Entertainment MM|One Race Films|Goldmann Pictures|NeoReel,10/21/15,879,5.6,2015,82799963.568016,129164861.167461,profit
3.079522,4086521.3619306013,4441873,30000000,34441873,Steve Jobs,Danny Boyle,122,History|Drama,Universal Pictures|Scott Rudin Productions|Legendary Pictures|The Mark Gordon Company|Management 360,10/9/15,1035,6.9,2015,27599987.8560053,31686509.2179359,profit
3.053421,30493486.86286579,33145109,75000000,108145109,The Man from U.N.C.L.E.,Guy Ritchie,116,Comedy|Action|Adventure,Davis Entertainment|Warner Bros.|Wigram Productions|RatPac-Dune Entertainment,8/13/15,1548,7.0,2015,68999969.6400133,99493456.5028791,profit
3.025852,16219386.783469804,17629776,25000000,42629776,The Age of Adaline,Lee Toland Krieger,112,Fantasy|Drama|Romance,Lakeshore Entertainment|Sidney Kimmel Entertainment|Sierra/Affinity,4/16/15,1221,7.3,2015,22999989.8800044,39219376.6634742,profit
3.023253,3987085.0456825197,4333790,10000000,14333790,Hardcore Henry,Ilya Naishuller,97,Action|Adventure|Science Fiction,Bazelevs Production|Versus Pictures,9/12/15,396,5.9,2015,9199995.95200178,13187080.9976843,profit
2.976436,215161231.769058,233871007,135000000,368871007,Home,Tim Johnson,94,Fantasy|Comedy|Animation|Science Fiction|Family,Twentieth Century Fox Film Corporation|DreamWorks Animation,3/18/15,1060,6.9,2015,124199945.352024,339361177.121082,profit
2.968254,67631286.2422341,73512300,12000000,85512300,Paper Towns,Jake Schreier,109,Drama|Mystery|Romance,Fox 2000 Pictures,7/9/15,1252,6.2,2015,11039995.1424021,78671281.3846362,profit
2.93234,-27599987.8560053,-30000000,30000000,0,Wild Card,Simon West,92,Thriller|Crime|Drama,Current Entertainment|Lionsgate|Sierra / Affinity|SJ Heat Productions|Silver State Production Services,1/14/15,481,5.3,2015,27599987.8560053,0.0,loss
2.885126,4659348.06988685,5064511,4000000,9064511,The Lobster,Yorgos Lanthimos,118,Thriller|Comedy|Drama|Romance|Science Fiction,Haut et Court|Eurimages|Lemming Film|Element Pictures|Nederlands Fonds voor de Film,10/8/15,638,6.6,2015,3679998.38080071,8339346.45068756,profit
2.883233,26194352.6744848,28472135,11800000,40272135,Carol,Todd Haynes,118,Romance|Drama,Killer Films|Film4|Number 9 Films,11/20/15,562,7.1,2015,10855995.2233621,37050347.8978469,profit
2.814802,146799433.6482488,159564672,35000000,194564672,The Intern,Nancy Meyers,121,Comedy,Waverly Films|Warner Bros.,9/24/15,1255,7.1,2015,32199985.8320062,178999419.480255,profit
2.798017,136553317.1965402,148427584,55000000,203427584,Everest,Baltasar KormÃ¡kur,121,Adventure|Drama,Universal Pictures|Working Title Films|Walden Media|Cross Creek Pictures|Free State Pictures,9/10/15,1172,6.7,2015,50599977.7360098,187153294.93255,profit
2.793297,37843317.62894031,41134059,60000000,101134059,Joy,David O. Russell,124,Comedy|Drama,Fox 2000 Pictures|Davis Entertainment|Annapurna Pictures|TSG Entertainment,12/24/15,1001,6.4,2015,55199975.7120106,93043293.3409509,profit
2.614499,26421202.4946703,28718711,105000000,133718711,Point Break,Ericson Core,114,Action|Crime|Thriller,Studio Babelsberg|Alcon Entertainment|DMG Entertainment|Ehman Productions,12/3/15,505,5.5,2015,96599957.4960187,123021159.990689,profit
2.584264,15278196.837593399,16606743,20000000,36606743,Burnt,John Wells,100,Drama,Double Feature Films|PeaPie Films|3 Arts Entertainment,10/2/15,631,6.3,2015,18399991.9040035,33678188.7415969,profit
2.578919,4161366.0889989026,4523226,26000000,30523226,Self/less,Tarsem Singh,116,Science Fiction|Mystery|Thriller,Endgame Entertainment|Ram Bergman Productions,7/10/15,719,6.2,2015,23919989.4752046,28081355.5642035,profit
2.575711,-27214912.8254383,-29581440,60000000,30418560,Mortdecai,David Koepp,106,Comedy|Adventure,Lionsgate|Mad Chance|OddLot Entertainment|Huayi Brothers Media,1/21/15,696,5.3,2015,55199975.7120106,27985062.8865723,loss
2.557859,45256181.2472803,49191523,15000000,64191523,The Danish Girl,Tom Hooper,120,Drama,Pretty Pictures|Working Title Films|ArtÃ©mis Productions|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique|Taxshelter. be,11/27/15,867,7.3,2015,13799993.9280026,59056175.1752829,profit
2.550747,-48067274.0503994,-52247060,70000000,17752940,Blackhat,Michael Mann,133,Mystery|Crime|Action|Thriller|Drama,Universal Pictures|Forward Pass|Legendary Pictures,1/13/15,584,5.0,2015,64399971.6640124,16332697.613613,loss
2.487849,49703728.850359306,54025816,30000000,84025816,Sicario,Denis Villeneuve,121,Action|Crime|Drama|Mystery|Thriller,Lionsgate|Thunder Road Pictures|Black Label Media,9/17/15,1479,7.1,2015,27599987.8560053,77303716.7063646,profit
2.487042,44139367.978679016,47977595,120000001,167977596,Fantastic Four,Josh Trank,100,Action|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Marv Films|Marvel Entertainment|Constantin Film.|Moving Picture Company (MPC),8/5/15,1565,4.4,2015,110399952.34402,154539320.322699,profit
2.46449,33970014.45319358,36923945,3500000,40423945,The Witch,Robert Eggers,92,Mystery|Horror,Parts and Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films,3/24/15,700,5.8,2015,3219998.58320062,37190013.0363942,profit
2.404473,157012852.3943445,170666219,65000000,235666219,Spy,Paul Feig,120,Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Chernin Entertainment|Feigco Entertainment,5/6/15,1840,6.9,2015,59799973.6880115,216812826.082356,profit
2.395366,95553883.9162911,103862963,50100000,153962963,Focus,Glenn Ficarra|John Requa,105,Romance|Comedy|Crime|Drama,Kramer & Sigman Films|RatPac-Dune Entertainment|Zaftig Films,2/25/15,1831,6.7,2015,46091979.7195289,141645863.63582,profit
2.354654,43559824.3536773,47347656,35000000,82347656,Hitman: Agent 47,Aleksander Bach,96,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Fox International Productions|Infinite Frameworks Studios|TSG Entertainment,8/20/15,820,5.5,2015,32199985.8320062,75759810.1856835,profit
2.345821,-5684900.13864401,-6179242,100000000,93820758,In the Heart of the Sea,Ron Howard,122,Thriller|Drama|Adventure|Action|History,Imagine Entertainment|Spring Creek Productions|Warner Bros.|Roth Films|K. JAM Media,11/20/15,805,6.4,2015,91999959.5200178,86315059.3813738,loss
2.331636,-18399991.9040035,-20000000,20000000,0,Survivor,James McTeigue,96,Crime|Thriller|Action,Nu Image Films|Winkler Films|Millennium Films|Survivor Productions,5/21/15,280,5.4,2015,18399991.9040035,0.0,loss
2.331567,94700679.9717008,102935567,35000000,137935567,Creed,Ryan Coogler,133,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,11/25/15,1171,7.3,2015,32199985.8320062,126900665.803707,profit
2.31767,97332086.7338818,105795793,35000000,140795793,Trainwreck,Judd Apatow,125,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,7/17/15,849,6.1,2015,32199985.8320062,129532072.565888,profit
2.29573,18260322.165458202,19848185,13000000,32848185,Eye in the Sky,Gavin Hood,102,Drama|Thriller|War,Entertainment One|Moonlighting Films|Raindog Films,9/11/15,265,7.2,2015,11959994.7376023,30220316.9030605,profit
2.28135,16535147.204535201,17972994,25000000,42972994,Legend,Brian Helgeland,131,Crime|Thriller,Working Title Films|Cross Creek Pictures|Anton Capital Entertainment (ACE),9/9/15,619,6.7,2015,22999989.8800044,39535137.0845396,profit
2.272044,42223.3814217121,45895,0,45895,Beyond the Reach,Jean-Baptiste LÃ©onetti,95,Thriller,Furthur Films,4/17/15,81,5.5,2015,0.0,42223.3814217121,profit
2.234573,-19882736.851595983,-21611680,150000000,128388320,Pan,Joe Wright,111,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,9/24/15,586,5.9,2015,137999939.280026,118117202.42843,loss
2.165433,0.0,0,0,0,Mythica: The Darkspore,Anne K. Black,108,Action|Adventure|Fantasy,Arrowstorm Entertainment,6/24/15,27,5.1,2015,0.0,0.0,at cost
2.141506,0.0,0,0,0,Me and Earl and the Dying Girl,Alfonso Gomez-Rejon,105,Comedy|Drama,Indian Paintbrush,6/12/15,569,7.7,2015,0.0,0.0,at cost
2.140199,135454404.3600614,147233113,99000000,246233113,The Peanuts Movie,Steve Martino,88,Adventure|Animation|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Feigco Entertainment,11/5/15,414,6.4,2015,91079959.9248176,226534364.284879,profit
2.121884,12533680.7251805,13623572,35000000,48623572,Concussion,Peter Landesman,123,Drama,Village Roadshow Pictures|Scott Free Productions|LStar Capital|The Cantillon Company|The Shuman Company,11/12/15,500,6.9,2015,32199985.8320062,44733666.5571867,profit
2.096273,25204305.230105698,27395996,25000000,52395996,The Night Before,Jonathan Levine,100,Comedy,Sony Pictures|Point Grey Pictures|Good Universe,11/20/15,363,6.1,2015,22999989.8800044,48204295.1101101,profit
2.080935,2496918.4613558804,2714043,2500000,5214043,Knock Knock,Eli Roth,99,Drama|Horror|Thriller,Universum Film (UFA)|Dragonfly Entertainment|Black Bear Pictures|Square One Entertainment|Sobras International Pictures,6/26/15,473,4.8,2015,2299998.98800044,4796917.44935632,profit
2.070708,26692206.775429,29013281,34000000,63013281,The Longest Ride,"George Tillman, Jr.",128,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment,4/9/15,711,7.3,2015,31279986.236806,57972193.012235,profit
2.060162,355288704.15296984,386183544,80000000,466183544,Hotel Transylvania 2,Genndy Tartakovsky,89,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,9/21/15,919,6.8,2015,73599967.6160142,428888671.768984,profit
2.055572,6439997.166401198,7000000,17000000,24000000,Love the Coopers,Jessie Nelson,107,Family|Comedy,Imagine Entertainment|Groundswell Productions|CBS Films,11/12/15,111,5.3,2015,15639993.118403,22079990.2848042,profit
2.049886,24087376.041554496,26181942,35000000,61181942,The Walk,Robert Zemeckis,123,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,9/30/15,706,6.8,2015,32199985.8320062,56287361.8735607,profit
2.026651,-8405746.50147148,-9136685,11000000,1863315,Tracers,Daniel Benmayor,94,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,1/15/15,326,5.9,2015,10119995.5472019,1714249.04573042,loss
2.000338,67513423.2540937,73384188,31000000,104384188,Vacation,John Francis Daley|Jonathan M. Goldstein,99,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,7/28/15,846,6.1,2015,28519987.4512055,96033410.7052992,profit
1.984529,55602930.0147108,60437994,35000000,95437994,Poltergeist,Gil Kenan,93,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,5/20/15,589,5.0,2015,32199985.8320062,87802915.846717,profit
1.980039,-3507855.416543615,-3812888,4000000,187112,Maggie,Henry Hobson,95,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,5/8/15,384,5.1,2015,3679998.38080071,172142.964257095,loss
1.959765,1839999.19040035,2000000,0,2000000,Equals,Drake Doremus,101,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,9/4/15,135,5.6,2015,0.0,1839999.19040035,profit
1.95632,-42941597.5056971,-46675670,50000000,3324330,Child 44,Daniel Espinosa,137,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,3/15/15,341,5.9,2015,45999979.7600089,3058382.2543118,loss
1.926739,49660338.90945081,53978653,5000000,58978653,The Gift,Joel Edgerton,108,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,7/30/15,631,6.6,2015,4599997.97600089,54260336.8854517,profit
1.904898,175131483.5821471,190360392,50000000,240360392,Daddy's Home,Sean Anders,96,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,12/25/15,568,5.7,2015,45999979.7600089,221131463.342156,profit
1.876037,0.0,0,0,0,Mythica: The Necromancer,A. Todd Smith,0,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,12/19/15,11,5.4,2015,0.0,0.0,at cost
1.872696,-9199995.95200178,-10000000,10000000,0,Vice,Brian A Miller,96,Thriller|Science Fiction|Action|Adventure,Grindstone Entertainment Group|K5 International|Emmett/Furla Films|Aperture Entertainment,1/16/15,181,4.1,2015,9199995.95200178,0.0,loss
1.865007,30885536.410363905,33571250,64000000,97571250,The Little Prince,Mark Osborne,92,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,7/29/15,423,7.5,2015,58879974.0928114,89765510.5031753,profit
1.841779,215055014.135793,233755553,0,233755553,Alvin and the Chipmunks: The Road Chip,Walt Becker,92,Adventure|Animation|Comedy|Family,Regency Enterprises|Fox 2000 Pictures|Sunswept Entertainment|Bagdasarian Productions|TSG Entertainment,12/17/15,278,5.7,2015,0.0,215055014.135793,profit
1.82313,5897197.405233102,6410000,11930000,18340000,The Dressmaker,Jocelyn Moorhouse,118,Drama,Amazon Studios|Film Art Media|Apollo Media,10/1/15,197,6.9,2015,10975595.1707381,16872792.5759712,profit
1.758618,32226329.100415193,35028634,8500000,43528634,The DUFF,Ari Sandel,100,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,2/20/15,753,6.8,2015,7819996.55920151,40046325.6596167,profit
1.742286,39451439.20136672,42882018,10000000,52882018,Sinister 2,Ciaran Foy,97,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,8/19/15,331,5.5,2015,9199995.95200178,48651435.1533685,profit
1.73518,71389431.2286503,77597242,30000000,107597242,Paul Blart: Mall Cop 2,Andy Fickman,94,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),4/16/15,422,5.3,2015,27599987.8560053,98989419.0846556,profit
1.72471199999999,0.0,0,0,0,Frozen Fever,Chris Buck|Jennifer Lee,8,Adventure|Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,3/9/15,475,7.0,2015,0.0,0.0,at cost
1.661789,0.0,0,0,0,High-Rise,Ben Wheatley,119,Action|Drama|Science Fiction,Ingenious Media|HanWay Films|Scope Pictures|Recorded Picture Company (RPC)|Northern Ireland Screen,9/26/15,161,5.4,2015,0.0,0.0,at cost
1.65107799999999,42470036.07318409,46163103,4000000,50163103,The Boy Next Door,Rob Cohen,91,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,1/23/15,810,3.9,2015,3679998.38080071,46150034.4539848,profit
1.646664,0.0,0,0,0,Spooks: The Greater Good,Bharat Nalluri,104,Thriller|Action,BBC Films|Isle of Man Film|Shine Pictures|Kudos Film and Television|Pinewood Pictures,4/11/15,114,5.6,2015,0.0,0.0,at cost
1.532997,17722323.8821775,19263404,30000000,49263404,Entourage,Doug Ellin,104,Comedy,Warner Bros.|Closest to the Hole Productions,6/3/15,364,6.2,2015,27599987.8560053,45322311.7381828,profit
1.510096,52255866.6074187,56799880,23000000,79799880,The Wedding Ringer,Jeremy Garelick,101,Comedy,Miramax Films|Screen Gems|LStar Capital,1/16/15,446,6.5,2015,21159990.689604,73415857.2970227,profit
1.499614,-128095.22363810055,-139234,15000000,14860766,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,93,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,10/23/15,288,6.2,2015,13799993.9280026,13671898.7043645,loss
1.495112,85974019.2114315,93450062,5000000,98450062,The Visit,M. Night Shyamalan,94,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,9/10/15,729,5.9,2015,4599997.97600089,90574017.1874324,profit
1.48324599999999,43033604.825213894,46775678,53000000,99775678,Black Mass,Scott Cooper,122,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,9/4/15,848,6.3,2015,48759978.5456094,91793583.3708233,profit
1.449072,-8141871.297576624,-8849864,8900000,50136,Heist,Scott Mann,93,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,11/13/15,233,5.4,2015,8187996.39728158,46125.0997049561,loss
1.448002,42824791.597091705,46548707,15000000,61548707,Krampus,Michael Dougherty,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,11/26/15,342,5.9,2015,13799993.9280026,56624785.5250943,profit
1.443406,-18208091.028439887,-19791412,20000000,208588,Dark Places,Gilles Paquet-Brenner,113,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,3/31/15,322,5.7,2015,18399991.9040035,191900.875563614,loss
1.41239,45465342.23524941,49418872,5000000,54418872,No Escape,John Erick Dowdle,103,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,8/26/15,519,6.7,2015,4599997.97600089,50065340.2112503,profit
